"","OKR","date_or_period","category_or_dept","variable","value"
"392","obj4kr2",1559534400,"sewer","perc one time visit",88
"393","obj4kr2",1560139200,"sewer","perc one time visit",88
"394","obj4kr2",1560744000,"sewer","perc one time visit",88
"395","obj4kr2",1561348800,"sewer","perc one time visit",89
"396","obj4kr2",1561953600,"sewer","perc one time visit",88
"397","obj4kr2",1557115200,"blue bins","perc one time visit",86
"398","obj4kr2",1557720000,"blue bins","perc one time visit",86
"399","obj4kr2",1558411200,"blue bins","perc one time visit",86
"400","obj4kr2",1558929600,"blue bins","perc one time visit",86
"401","obj4kr2",1559534400,"blue bins","perc one time visit",85
"402","obj4kr2",1560139200,"blue bins","perc one time visit",85
"403","obj4kr2",1560744000,"blue bins","perc one time visit",85
"404","obj4kr2",1561348800,"blue bins","perc one time visit",85
"405","obj4kr2",1561953600,"blue bins","perc one time visit",84
"406","obj4kr2",1557115200,"water mains","perc one time visit",88
"407","obj4kr2",1557720000,"water mains","perc one time visit",89
"408","obj4kr2",1558411200,"water mains","perc one time visit",89
"409","obj4kr2",1558929600,"water mains","perc one time visit",88
"410","obj4kr2",1559534400,"water mains","perc one time visit",88
"411","obj4kr2",1560139200,"water mains","perc one time visit",88
"412","obj4kr2",1560744000,"water mains","perc one time visit",88
"413","obj4kr2",1561348800,"water mains","perc one time visit",88
"414","obj4kr2",1561953600,"water mains","perc one time visit",88
"415","obj4kr2",1557115200,"trash","perc one time visit",84
"416","obj4kr2",1557720000,"trash","perc one time visit",84
"417","obj4kr2",1558411200,"trash","perc one time visit",85
"418","obj4kr2",1558929600,"trash","perc one time visit",85
"419","obj4kr2",1559534400,"trash","perc one time visit",85
"420","obj4kr2",1560139200,"trash","perc one time visit",85
"421","obj4kr2",1560744000,"trash","perc one time visit",85
"422","obj4kr2",1561348800,"trash","perc one time visit",85
"423","obj4kr2",1561953600,"trash","perc one time visit",85
"424","obj4kr2",1557115200,"overgrowth","perc one time visit",85
"425","obj4kr2",1557720000,"overgrowth","perc one time visit",85
"426","obj4kr2",1558411200,"overgrowth","perc one time visit",84
"427","obj4kr2",1558929600,"overgrowth","perc one time visit",84
"428","obj4kr2",1559534400,"overgrowth","perc one time visit",84
"429","obj4kr2",1560139200,"overgrowth","perc one time visit",85
"430","obj4kr2",1560744000,"overgrowth","perc one time visit",86
"431","obj4kr2",1561348800,"overgrowth","perc one time visit",86
"432","obj4kr2",1561953600,"overgrowth","perc one time visit",85
"433","obj4kr2",1558411200,"malfunctioning alarms","perc one time visit",78
"434","obj4kr2",1558929600,"malfunctioning alarms","perc one time visit",79
"435","obj4kr2",1559534400,"malfunctioning alarms","perc one time visit",78
"436","obj4kr2",1560139200,"malfunctioning alarms","perc one time visit",78
"437","obj4kr2",1560744000,"malfunctioning alarms","perc one time visit",79
"438","obj4kr2",1561348800,"malfunctioning alarms","perc one time visit",79
"439","obj4kr2",1561953600,"malfunctioning alarms","perc one time visit",79
